Gestures,Hand,HandPalmPosition,HandPalmOrientation
1,Right,"(-11.9321, 345.216, 1.91887)","(0.0251566, -0.0144875, -0.999579)"
1,Right,"(-12.7585, 345.052, 1.53372)","(0.0252158, -0.00944958, -0.999637)"
1,Right,"(-13.4711, 344.597, 1.32887)","(0.0258414, -0.0175811, -0.999511)"
1,Right,"(-14.3394, 344.055, 0.955117)","(0.0265112, -0.0187154, -0.999473)"
1,Right,"(-15.0636, 343.527, 0.697341)","(0.0284031, -0.0276624, -0.999214)"
1,Right,"(-15.9476, 343.041, 0.315479)","(0.0260201, -0.0335597, -0.999098)"
1,Right,"(-16.7167, 342.585, 0.0365359)","(0.0249932, -0.0302607, -0.999229)"
1,Right,"(-17.418, 342.378, -0.13405)","(0.0255212, -0.0376022, -0.998967)"
1,Right,"(-18.1735, 342.441, -0.487559)","(0.0242241, -0.0369444, -0.999024)"
1,Right,"(-18.7622, 342.343, -0.748355)","(0.0281004, -0.0395276, -0.998823)"
1,Right,"(-19.6221, 342.332, -1.04691)","(0.0270522, -0.0473198, -0.998513)"
1,Right,"(-20.3655, 342.431, -1.39019)","(0.0282425, -0.0475982, -0.998467)"
1,Right,"(-21.1414, 342.339, -1.76709)","(0.0292668, -0.0512892, -0.998255)"
1,Right,"(-21.8892, 342.245, -2.12793)","(0.0270123, -0.047649, -0.998499)"
1,Right,"(-22.6502, 342.354, -2.44718)","(0.0264345, -0.0516258, -0.998317)"
1,Right,"(-23.3443, 342.402, -2.91331)","(0.0259339, -0.0473697, -0.998541)"
1,Right,"(-24.0159, 342.453, -3.24955)","(0.0310116, -0.0519813, -0.998166)"
1,Right,"(-24.7055, 342.623, -3.638)","(0.0283526, -0.0526201, -0.998212)"
1,Right,"(-25.404, 342.78, -4.05122)","(0.0300838, -0.0505564, -0.998268)"
1,Right,"(-26.0444, 342.891, -4.32797)","(0.030246, -0.0536632, -0.998101)"
1,Right,"(-26.8492, 343.008, -4.81665)","(0.0264398, -0.0526475, -0.998263)"
1,Right,"(-27.525, 343.212, -5.19572)","(0.0263879, -0.0512101, -0.998339)"
1,Right,"(-28.3102, 343.584, -5.71121)","(0.0203014, -0.045233, -0.99877)"
1,Right,"(-28.9067, 343.913, -5.97756)","(0.025025, -0.045185, -0.998665)"
1,Right,"(-29.5591, 343.927, -6.28552)","(0.0274758, -0.0474913, -0.998494)"
1,Right,"(-30.1811, 344.091, -6.63663)","(0.0284338, -0.0471484, -0.998483)"
1,Right,"(-30.8147, 344.226, -6.93128)","(0.0297818, -0.0476, -0.998422)"
1,Right,"(-31.55, 344.276, -7.43917)","(0.0252028, -0.0435425, -0.998734)"
1,Right,"(-32.1534, 344.308, -7.79837)","(0.0283252, -0.0444298, -0.998611)"
1,Right,"(-32.8109, 344.407, -8.27998)","(0.0259285, -0.043813, -0.998703)"
1,Right,"(-33.4299, 344.496, -8.7008)","(0.0284253, -0.0415342, -0.998733)"
1,Right,"(-34.0588, 344.667, -9.1027)","(0.0268737, -0.0414265, -0.99878)"
1,Right,"(-34.7292, 344.941, -9.53555)","(0.0261364, -0.0393799, -0.998882)"
1,Right,"(-35.3021, 345.019, -10.0239)","(0.0285479, -0.0383783, -0.998855)"
1,Right,"(-35.9589, 345.061, -10.5168)","(0.0263746, -0.0370987, -0.998963)"
1,Right,"(-36.5132, 345.194, -10.9797)","(0.0271951, -0.0367724, -0.998954)"
1,Right,"(-37.139, 345.244, -11.5249)","(0.0239866, -0.0343435, -0.999122)"
1,Right,"(-37.6199, 345.352, -11.8649)","(0.0264768, -0.0336894, -0.999082)"
1,Right,"(-38.1474, 345.331, -12.179)","(0.0268888, -0.0336513, -0.999072)"
1,Right,"(-38.6762, 345.225, -12.6709)","(0.0299645, -0.0351351, -0.998933)"
1,Right,"(-39.092, 345.094, -13.0584)","(0.03291, -0.0361889, -0.998803)"
1,Right,"(-40.6541, 344.537, -14.5535)","(0.0350198, -0.0507793, -0.998096)"
1,Right,"(-40.7157, 344.319, -14.661)","(0.0346646, -0.0496982, -0.998163)"
1,Right,"(-41.1081, 344.299, -15.0204)","(0.034045, -0.0506226, -0.998137)"
1,Right,"(-41.5028, 344.322, -15.4477)","(0.0333484, -0.0537375, -0.997998)"
1,Right,"(-41.8578, 344.247, -15.9135)","(0.03473, -0.0499529, -0.998148)"
1,Right,"(-42.1445, 344.126, -16.4106)","(0.0365828, -0.0482707, -0.998164)"
1,Right,"(-42.4808, 344.022, -16.8615)","(0.0393143, -0.0476488, -0.99809)"
1,Right,"(-42.8267, 343.859, -17.4141)","(0.0399062, -0.0501299, -0.997945)"
1,Right,"(-43.1749, 343.827, -17.8891)","(0.0405112, -0.0453072, -0.998151)"
1,Right,"(-43.5908, 343.8, -18.4309)","(0.0401283, -0.0436768, -0.998239)"
1,Right,"(-43.985, 343.819, -18.9032)","(0.039525, -0.044689, -0.998219)"
1,Right,"(-44.3396, 343.957, -19.313)","(0.0401509, -0.0463525, -0.998118)"
1,Right,"(-44.8339, 343.898, -19.7941)","(0.0371099, -0.0489773, -0.99811)"
1,Right,"(-45.1975, 343.728, -20.2436)","(0.0358383, -0.0468154, -0.99826)"
1,Right,"(-45.5771, 343.557, -20.7223)","(0.0332671, -0.0463311, -0.998372)"
1,Right,"(-45.951, 343.312, -21.2013)","(0.0330692, -0.0430692, -0.998525)"
1,Right,"(-46.32, 343.088, -21.6829)","(0.0345, -0.0448502, -0.998398)"
1,Right,"(-46.6163, 342.58, -21.7604)","(0.0312886, -0.0482597, -0.998345)"
1,Right,"(-46.9162, 342.487, -22.171)","(0.0352963, -0.0469903, -0.998272)"
1,Right,"(-47.2906, 342.565, -22.6031)","(0.0345359, -0.0480162, -0.998249)"
1,Right,"(-47.709, 342.468, -23.0224)","(0.0355746, -0.0496939, -0.998131)"
1,Right,"(-48.0574, 342.519, -23.4498)","(0.0349872, -0.0466648, -0.998298)"
1,Right,"(-48.3811, 342.217, -23.5151)","(0.0308455, -0.0484556, -0.998349)"
1,Right,"(-48.6578, 342.238, -23.9031)","(0.0336797, -0.048188, -0.99827)"
1,Right,"(-48.9971, 342.429, -24.2989)","(0.0327077, -0.0456647, -0.998421)"
1,Right,"(-49.3287, 342.595, -24.6756)","(0.032319, -0.0452201, -0.998454)"
1,Right,"(-49.5938, 342.491, -24.7453)","(0.0284219, -0.0505926, -0.998315)"
1,Right,"(-49.8687, 342.75, -25.1475)","(0.0312978, -0.0464928, -0.998428)"
1,Right,"(-50.0846, 342.908, -25.455)","(0.033475, -0.0432038, -0.998505)"
1,Right,"(-50.2762, 342.696, -25.5154)","(0.0324572, -0.0474455, -0.998346)"
1,Right,"(-50.4472, 342.744, -25.8414)","(0.0350192, -0.0470867, -0.998277)"
1,Right,"(-50.6274, 342.911, -26.0838)","(0.034966, -0.0452329, -0.998364)"
1,Right,"(-50.7645, 343.036, -26.4026)","(0.0361351, -0.043766, -0.998388)"
1,Right,"(-50.9064, 343.076, -26.616)","(0.0357902, -0.0414204, -0.998501)"
1,Right,"(-51.0138, 342.84, -26.6028)","(0.0323911, -0.0473488, -0.998353)"
1,Right,"(-51.0453, 342.672, -26.5557)","(0.0316334, -0.052851, -0.998101)"
1,Right,"(-51.0659, 342.561, -26.5605)","(0.0313453, -0.0544051, -0.998027)"
1,Right,"(-51.0318, 342.487, -26.5718)","(0.0320575, -0.0552333, -0.997959)"
1,Right,"(-50.994, 342.433, -26.5448)","(0.0319778, -0.0539798, -0.99803)"
1,Right,"(-50.9602, 342.434, -26.5082)","(0.0318235, -0.0533173, -0.99807)"
1,Right,"(-50.8625, 342.351, -26.4939)","(0.0313625, -0.0539947, -0.998049)"
1,Right,"(-50.6862, 342.323, -26.4764)","(0.0333547, -0.0561896, -0.997863)"
1,Right,"(-50.54, 342.385, -26.5211)","(0.0349632, -0.057451, -0.997736)"
1,Right,"(-50.3533, 342.423, -26.5079)","(0.036259, -0.059039, -0.997597)"
1,Right,"(-50.0989, 342.386, -26.5221)","(0.0390819, -0.060544, -0.9974)"
1,Right,"(-49.7923, 342.303, -26.5125)","(0.0402668, -0.0611862, -0.997314)"
1,Right,"(-49.4642, 342.278, -26.4857)","(0.0432914, -0.0614446, -0.997171)"
1,Right,"(-49.0889, 342.214, -26.3668)","(0.0441441, -0.0576159, -0.997362)"
1,Right,"(-48.6979, 342.005, -26.3371)","(0.0458319, -0.0539133, -0.997493)"
1,Right,"(-48.3358, 341.785, -26.2415)","(0.0454089, -0.0532805, -0.997547)"
1,Right,"(-47.9055, 341.545, -26.1374)","(0.0453402, -0.0534965, -0.997538)"
1,Right,"(-47.5101, 341.375, -26.0425)","(0.0458348, -0.053965, -0.99749)"
1,Right,"(-47.0748, 341.109, -25.9069)","(0.0459245, -0.0556668, -0.997393)"
1,Right,"(-46.671, 340.898, -25.817)","(0.0472495, -0.0563785, -0.997291)"
1,Right,"(-46.2598, 340.879, -25.993)","(0.0505513, -0.0510353, -0.997417)"
1,Right,"(-45.8455, 340.552, -25.9589)","(0.0509648, -0.0504748, -0.997424)"
1,Right,"(-45.4269, 340.255, -25.8111)","(0.0508368, -0.0500505, -0.997452)"
1,Right,"(-44.9919, 340.032, -25.6518)","(0.0507997, -0.0524049, -0.997333)"
1,Right,"(-44.4763, 339.806, -25.5211)","(0.0532028, -0.0558667, -0.99702)"
1,Right,"(-44.1261, 339.745, -25.3948)","(0.0526595, -0.0558471, -0.99705)"
1,Right,"(-43.7149, 339.95, -25.5911)","(0.0559847, -0.0509574, -0.99713)"
1,Right,"(-43.3489, 340.204, -25.7715)","(0.0583877, -0.0466884, -0.997202)"
1,Right,"(-43.0955, 340.413, -25.8807)","(0.0562606, -0.0431962, -0.997481)"
1,Right,"(-42.7483, 340.262, -25.6577)","(0.0534774, -0.0485272, -0.997389)"
1,Right,"(-42.329, 340.384, -25.7591)","(0.0545815, -0.0465712, -0.997423)"
1,Right,"(-41.9705, 340.391, -25.4657)","(0.0540462, -0.0489583, -0.997338)"
1,Right,"(-41.5198, 340.517, -25.3053)","(0.0524811, -0.0526954, -0.997231)"
1,Right,"(-41.1143, 340.76, -25.0394)","(0.0523136, -0.0550309, -0.997113)"
1,Right,"(-40.5978, 341.089, -24.8442)","(0.0534547, -0.0534105, -0.997141)"
1,Right,"(-40.1412, 341.675, -24.9143)","(0.0559718, -0.0444281, -0.997443)"
1,Right,"(-39.6923, 342.503, -25.0707)","(0.0552317, -0.0373357, -0.997775)"
1,Right,"(-39.2573, 343.236, -25.1938)","(0.0551903, -0.0314848, -0.997979)"
1,Right,"(-38.7792, 343.929, -25.2524)","(0.0547071, -0.0255907, -0.998174)"
1,Right,"(-38.3491, 344.35, -25.2647)","(0.0528053, -0.025132, -0.998289)"
1,Right,"(-37.8416, 344.855, -25.2257)","(0.0504352, -0.0207035, -0.998513)"
1,Right,"(-37.27, 345.371, -25.2296)","(0.0496076, -0.0204214, -0.99856)"
1,Right,"(-36.7107, 345.664, -25.1506)","(0.0498888, -0.0236529, -0.998475)"
1,Right,"(-36.1056, 346.144, -25.1491)","(0.0488135, -0.0176407, -0.998652)"
1,Right,"(-35.4678, 346.494, -25.0808)","(0.0505929, -0.019251, -0.998534)"
1,Right,"(-34.7588, 346.791, -25.0567)","(0.0509904, -0.0218498, -0.99846)"
1,Right,"(-34.0376, 346.991, -25.1111)","(0.0523642, -0.0239447, -0.998341)"
1,Right,"(-33.3147, 347.233, -25.0342)","(0.0522112, -0.0213113, -0.998409)"
1,Right,"(-32.5516, 347.452, -24.991)","(0.0510544, -0.0233768, -0.998422)"
1,Right,"(-31.7927, 347.649, -24.89)","(0.0510043, -0.0255778, -0.998371)"
1,Right,"(-30.9691, 347.705, -24.8161)","(0.0519313, -0.0259537, -0.998313)"
1,Right,"(-30.1689, 347.922, -24.8557)","(0.0490374, -0.0246782, -0.998492)"
1,Right,"(-29.2958, 348.046, -24.8612)","(0.0505271, -0.0208253, -0.998506)"
1,Right,"(-28.4197, 348.201, -24.9051)","(0.051118, -0.0178814, -0.998533)"
1,Right,"(-27.5368, 348.356, -24.9273)","(0.0497577, -0.0160218, -0.998633)"
1,Right,"(-26.6231, 348.471, -25.0142)","(0.0503722, -0.0141617, -0.99863)"
1,Right,"(-25.6806, 348.407, -25.0066)","(0.0520568, -0.0152035, -0.998528)"
1,Right,"(-24.7784, 348.224, -25.0073)","(0.0525464, -0.0165842, -0.998481)"
1,Right,"(-23.9061, 348.149, -25.1857)","(0.0510243, -0.0157562, -0.998573)"
1,Right,"(-22.9646, 347.904, -25.1837)","(0.0507703, -0.0176347, -0.998555)"
1,Right,"(-22.0602, 347.925, -25.2614)","(0.0502357, -0.013453, -0.998647)"
1,Right,"(-21.0717, 347.788, -25.3113)","(0.0544674, -0.0151814, -0.9984)"
1,Right,"(-20.173, 347.774, -25.4224)","(0.0548407, -0.00954158, -0.99845)"
1,Right,"(-19.1913, 347.81, -25.4234)","(0.0567124, -0.0115288, -0.998324)"
1,Right,"(-18.2372, 347.698, -25.5)","(0.0599321, -0.0100297, -0.998152)"
1,Right,"(-17.3272, 347.765, -25.4702)","(0.0591919, -0.00992692, -0.998197)"
1,Right,"(-16.411, 347.698, -25.484)","(0.0601662, -0.00518448, -0.998175)"
1,Right,"(-15.5006, 347.716, -25.5349)","(0.064272, 0.00151062, -0.997931)"
1,Right,"(-14.7064, 347.592, -25.4576)","(0.0653649, -0.00165783, -0.99786)"
1,Right,"(-14.0162, 347.731, -25.5285)","(0.0639402, 0.00138198, -0.997953)"
1,Right,"(-13.2868, 347.813, -25.4427)","(0.0645309, 0.000956939, -0.997915)"
1,Right,"(-12.6117, 347.98, -25.4672)","(0.0634644, 0.00181437, -0.997982)"
1,Right,"(-11.9336, 348.106, -25.4014)","(0.0638394, 0.0108854, -0.997901)"
1,Right,"(-11.2751, 348.173, -25.2704)","(0.0648746, 0.00880034, -0.997855)"
1,Right,"(-10.6161, 348.25, -25.2487)","(0.0673569, 0.011677, -0.997661)"
1,Right,"(-10.0488, 348.259, -25.1878)","(0.0689912, 0.00604799, -0.997599)"
1,Right,"(-9.48524, 348.383, -25.2143)","(0.0687598, 0.00550226, -0.997618)"
1,Right,"(-8.97771, 348.642, -25.1836)","(0.0675236, 0.0105858, -0.997662)"
1,Right,"(-8.41743, 348.935, -25.2052)","(0.0657251, 0.0156989, -0.997714)"
1,Right,"(-7.83137, 348.953, -25.0746)","(0.0666452, 0.0253697, -0.997454)"
1,Right,"(-6.57802, 349.135, -24.8879)","(0.0667711, 0.0247913, -0.99746)"
1,Right,"(-6.2108, 349.333, -24.9268)","(0.0644557, 0.0217261, -0.997684)"
1,Right,"(-5.71363, 349.597, -24.9568)","(0.0636421, 0.0176903, -0.997816)"
1,Right,"(-5.16516, 349.955, -24.8809)","(0.0638881, 0.0197809, -0.997761)"
1,Right,"(-4.59641, 350.136, -24.7666)","(0.0655765, 0.0154101, -0.997729)"
1,Right,"(-3.99097, 350.261, -24.6507)","(0.0661527, 0.0240306, -0.99752)"
1,Right,"(-3.42316, 350.375, -24.535)","(0.0657416, 0.0194594, -0.997647)"
1,Right,"(-2.83729, 350.545, -24.5358)","(0.0666934, 0.0233671, -0.9975)"
1,Right,"(-2.30103, 350.897, -24.4679)","(0.0647299, 0.0152683, -0.997786)"
1,Right,"(-1.72042, 351.171, -24.4462)","(0.0626486, 0.0171897, -0.997888)"
1,Right,"(0.422272, 351.7, -24.2385)","(0.0626763, 0.0362263, -0.997376)"
1,Right,"(0.825397, 351.661, -24.0398)","(0.0628828, 0.0265462, -0.997668)"
1,Right,"(1.66277, 351.793, -23.9839)","(0.0654012, 0.0291633, -0.997433)"
1,Right,"(2.39148, 351.922, -23.9371)","(0.0638694, 0.020873, -0.99774)"
1,Right,"(3.20102, 352.175, -23.8507)","(0.063054, 0.0200499, -0.997809)"
1,Right,"(3.95465, 352.275, -23.7877)","(0.0598174, 0.0223002, -0.99796)"
1,Right,"(4.82399, 352.538, -23.7181)","(0.061363, 0.0226932, -0.997858)"
1,Right,"(5.72084, 352.643, -23.7691)","(0.0655786, 0.0217641, -0.99761)"
1,Right,"(6.55868, 352.843, -23.7326)","(0.0647509, 0.0272902, -0.997528)"
1,Right,"(7.47076, 352.93, -23.7219)","(0.0678221, 0.0253408, -0.997376)"
1,Right,"(8.4222, 353.109, -23.5309)","(0.0642748, 0.0226356, -0.997675)"
1,Right,"(9.34461, 353.124, -23.4138)","(0.0650091, 0.0367155, -0.997209)"
1,Right,"(10.2567, 353.376, -23.4511)","(0.0618547, 0.034002, -0.997506)"
1,Right,"(11.2321, 353.524, -23.3327)","(0.0624468, 0.0280713, -0.997653)"
1,Right,"(12.2293, 353.752, -23.3572)","(0.0676796, 0.0399911, -0.996905)"
1,Right,"(13.2225, 353.742, -23.2478)","(0.0651611, 0.0299833, -0.997424)"
1,Right,"(14.1992, 353.903, -23.1952)","(0.067204, 0.0379278, -0.997018)"
1,Right,"(15.2623, 354.172, -23.1064)","(0.0640944, 0.044123, -0.996968)"
1,Right,"(16.2785, 354.278, -22.9953)","(0.0631713, 0.051073, -0.996695)"
1,Right,"(17.3466, 354.556, -22.896)","(0.062914, 0.0538515, -0.996565)"
1,Right,"(18.4762, 354.698, -22.812)","(0.0652836, 0.0477727, -0.996723)"
1,Right,"(19.6459, 354.854, -22.6442)","(0.0738317, 0.0665865, -0.995045)"
1,Right,"(20.8208, 354.752, -22.48)","(0.070579, 0.0525818, -0.996119)"
1,Right,"(22.0243, 354.91, -22.4784)","(0.0763504, 0.0558231, -0.995517)"
1,Right,"(23.1492, 355.039, -22.4659)","(0.070356, 0.0473904, -0.996396)"
1,Right,"(24.3138, 355.215, -22.6052)","(0.0707691, 0.0487914, -0.996299)"
1,Right,"(25.5561, 355.589, -22.6443)","(0.0725968, 0.0588303, -0.995625)"
1,Right,"(26.8254, 355.848, -22.6026)","(0.070711, 0.0497658, -0.996255)"
1,Right,"(28.0357, 356.433, -22.626)","(0.0739101, 0.0591884, -0.995507)"
1,Right,"(29.3878, 356.884, -22.6004)","(0.071712, 0.0514927, -0.996095)"
1,Right,"(30.6559, 357.186, -22.625)","(0.0770515, 0.0604222, -0.995195)"
1,Right,"(32.021, 357.485, -22.6879)","(0.0735493, 0.0502403, -0.996025)"
1,Right,"(33.3465, 357.913, -22.7376)","(0.0776905, 0.0660518, -0.994787)"
1,Right,"(34.7234, 358.217, -22.6681)","(0.0738306, 0.0547344, -0.995768)"
1,Right,"(36.1216, 358.556, -22.6377)","(0.0705738, 0.047033, -0.996397)"
1,Right,"(37.5958, 359.277, -22.6991)","(0.0753802, 0.0602902, -0.995331)"
1,Right,"(39.0765, 359.681, -22.6426)","(0.0754965, 0.0594782, -0.995371)"
1,Right,"(40.6237, 360.11, -22.6542)","(0.0868316, 0.0737658, -0.993488)"
1,Right,"(42.2117, 360.23, -22.6464)","(0.0851467, 0.0592767, -0.994604)"
1,Right,"(43.6883, 360.472, -22.6261)","(0.0866207, 0.0677275, -0.993937)"
1,Right,"(45.2235, 360.725, -22.563)","(0.0835677, 0.0550523, -0.99498)"
1,Right,"(46.6833, 361.161, -22.5268)","(0.0809136, 0.0553081, -0.995185)"
1,Right,"(48.2556, 361.481, -22.4734)","(0.0859018, 0.0484641, -0.995124)"
1,Right,"(51.1843, 362.009, -22.3874)","(0.0849592, 0.059073, -0.994632)"
1,Right,"(52.4129, 362.025, -22.1889)","(0.0890429, 0.0438859, -0.995061)"
1,Right,"(53.793, 362.07, -22.1255)","(0.0911168, 0.0461305, -0.994771)"
1,Right,"(55.2062, 362.161, -22.119)","(0.0959008, 0.0382578, -0.994655)"
1,Right,"(56.4409, 361.973, -22.1434)","(0.0945234, 0.0262818, -0.995176)"
1,Right,"(57.8545, 362.312, -22.2281)","(0.0991342, 0.0239057, -0.994787)"
1,Right,"(59.0857, 362.158, -22.1553)","(0.0960093, 0.0252518, -0.99506)"
1,Right,"(60.4678, 362.31, -22.0081)","(0.0952747, 0.0249696, -0.995138)"
1,Right,"(61.7801, 362.401, -22.0641)","(0.0943581, 0.0225409, -0.995283)"
1,Right,"(63.1991, 362.617, -22.0759)","(0.0941661, 0.0241841, -0.995263)"
1,Right,"(64.564, 362.728, -22.0894)","(0.0948027, 0.0206415, -0.995282)"
1,Right,"(65.9678, 362.815, -22.0201)","(0.0962442, 0.0192954, -0.995171)"
1,Right,"(67.4575, 362.905, -21.9257)","(0.099457, 0.0229526, -0.994777)"
1,Right,"(68.9312, 362.784, -21.9088)","(0.104607, 0.022097, -0.994268)"
1,Right,"(70.4177, 362.958, -21.8758)","(0.105272, 0.0290785, -0.994018)"
1,Right,"(71.8193, 362.848, -21.8457)","(0.106311, 0.0307712, -0.993857)"
1,Right,"(73.2913, 362.711, -21.8631)","(0.108532, 0.0285976, -0.993682)"
1,Right,"(74.8027, 362.657, -22.0141)","(0.114646, 0.0252311, -0.993086)"
1,Right,"(76.2525, 362.737, -21.9954)","(0.11236, 0.0220812, -0.993422)"
1,Right,"(77.7962, 363.216, -22.2265)","(0.119623, 0.0245758, -0.992515)"
1,Right,"(79.2566, 363.453, -22.3138)","(0.119382, 0.0253431, -0.992525)"
1,Right,"(80.7763, 363.789, -22.4805)","(0.125838, 0.0249276, -0.991738)"
1,Right,"(82.2821, 364.076, -22.6152)","(0.126922, 0.028977, -0.991489)"
1,Right,"(83.8123, 364.421, -22.7834)","(0.128057, 0.0314373, -0.991268)"
1,Right,"(85.2095, 364.7, -22.8918)","(0.12708, 0.0345965, -0.991289)"
1,Right,"(86.7099, 365.099, -23.054)","(0.129002, 0.0420685, -0.990752)"
1,Right,"(88.1967, 365.46, -23.2678)","(0.130913, 0.0368962, -0.990707)"
1,Right,"(89.6822, 366.035, -23.4271)","(0.133517, 0.0434307, -0.990094)"
1,Right,"(91.1207, 366.249, -23.5697)","(0.136221, 0.0383827, -0.989935)"
1,Right,"(92.4588, 366.51, -23.7729)","(0.140207, 0.0466282, -0.989024)"
1,Right,"(93.8272, 366.622, -23.9897)","(0.142201, 0.043629, -0.988876)"
1,Right,"(95.0666, 367.044, -24.2716)","(0.142741, 0.0467549, -0.988655)"
1,Right,"(96.3058, 367.147, -24.4963)","(0.143363, 0.0475446, -0.988527)"
1,Right,"(97.5075, 367.309, -24.679)","(0.144143, 0.0422429, -0.988655)"
1,Right,"(98.6663, 367.62, -24.9354)","(0.145931, 0.0458375, -0.988232)"
1,Right,"(99.8129, 367.749, -25.1537)","(0.148416, 0.0499127, -0.987665)"
1,Right,"(100.872, 367.693, -25.3773)","(0.148437, 0.0487117, -0.987721)"
1,Right,"(102.051, 368.041, -25.7416)","(0.149817, 0.049819, -0.987458)"
1,Right,"(103.128, 368.027, -26.0874)","(0.151928, 0.0490821, -0.987172)"
1,Right,"(104.194, 368.019, -26.3852)","(0.155003, 0.0532084, -0.98648)"
1,Right,"(105.267, 367.832, -26.6777)","(0.159107, 0.0634079, -0.985223)"
1,Right,"(106.298, 367.829, -26.9041)","(0.160624, 0.0641521, -0.984929)"
1,Right,"(107.338, 367.782, -27.1704)","(0.162913, 0.0638665, -0.984571)"
1,Right,"(108.366, 367.556, -27.5585)","(0.166743, 0.0676972, -0.983674)"
1,Right,"(109.321, 367.724, -27.8304)","(0.167661, 0.0711744, -0.983272)"
1,Right,"(110.386, 367.898, -28.2161)","(0.168794, 0.0672331, -0.983356)"
1,Right,"(111.318, 368.159, -28.5289)","(0.171158, 0.0744766, -0.982425)"
1,Right,"(112.241, 368.066, -28.9854)","(0.173434, 0.0729113, -0.982143)"
1,Right,"(113.249, 368.296, -29.4517)","(0.174133, 0.0756031, -0.981816)"
1,Right,"(114.249, 368.347, -29.8921)","(0.176056, 0.0715148, -0.981779)"
1,Right,"(115.067, 368.087, -30.4219)","(0.17715, 0.0752935, -0.9813)"
1,Right,"(115.935, 367.967, -30.9936)","(0.17942, 0.0732658, -0.981041)"
1,Right,"(116.696, 367.747, -31.6574)","(0.180305, 0.0694466, -0.981156)"
1,Right,"(117.59, 367.937, -32.2035)","(0.181615, 0.0728452, -0.980668)"
1,Right,"(118.424, 368.144, -32.8481)","(0.184719, 0.0715568, -0.980183)"
