Gestures,Hand,HandPalmPosition,HandPalmOrientation
4,Right,"(31.2301, 326.09, -57.0366)","(-0.0320039, -0.1504, -0.988107)"
4,Right,"(31.4541, 325.966, -57.6905)","(-0.0331095, -0.154728, -0.987402)"
4,Right,"(31.6273, 325.779, -58.351)","(-0.0329498, -0.152819, -0.987705)"
4,Right,"(31.7917, 325.59, -58.9765)","(-0.0329612, -0.150886, -0.988002)"
4,Right,"(31.9141, 325.406, -59.4582)","(-0.0329229, -0.150699, -0.988031)"
4,Right,"(32.0851, 325.286, -59.9873)","(-0.0322244, -0.14961, -0.98822)"
4,Right,"(32.1872, 325.083, -60.5189)","(-0.0323421, -0.148717, -0.988351)"
4,Right,"(32.3298, 324.911, -61.0017)","(-0.0328213, -0.14832, -0.988395)"
4,Right,"(32.4536, 324.843, -61.4062)","(-0.032872, -0.149587, -0.988202)"
4,Right,"(32.6461, 324.841, -61.7929)","(-0.0325115, -0.150895, -0.988015)"
4,Right,"(32.8505, 324.996, -62.2081)","(-0.033681, -0.150426, -0.988047)"
4,Right,"(33.0652, 325.192, -62.6312)","(-0.0350902, -0.152431, -0.987691)"
4,Right,"(33.3209, 325.524, -63.0788)","(-0.036473, -0.152027, -0.987703)"
4,Right,"(33.6259, 325.794, -63.4957)","(-0.0366239, -0.151451, -0.987786)"
4,Right,"(33.973, 326.107, -63.9138)","(-0.0343106, -0.150045, -0.988084)"
4,Right,"(34.3673, 326.488, -64.3237)","(-0.0338432, -0.149817, -0.988134)"
4,Right,"(35.2561, 326.929, -65.0235)","(-0.0358495, -0.150495, -0.987961)"
4,Right,"(35.6135, 327.088, -65.2126)","(-0.0366214, -0.149386, -0.988101)"
4,Right,"(36.0675, 327.141, -65.4475)","(-0.0380668, -0.151512, -0.987722)"
4,Right,"(36.5785, 327.228, -65.662)","(-0.0377067, -0.151185, -0.987786)"
4,Right,"(37.0836, 327.196, -65.8632)","(-0.0382418, -0.150958, -0.9878)"
4,Right,"(37.5777, 327.365, -66.0807)","(-0.0393624, -0.149944, -0.987911)"
4,Right,"(38.1472, 327.319, -66.3004)","(-0.0390122, -0.153565, -0.987368)"
4,Right,"(38.6625, 327.375, -66.6155)","(-0.0358661, -0.1506, -0.987944)"
4,Right,"(39.2512, 327.386, -66.8336)","(-0.0328119, -0.151247, -0.987951)"
4,Right,"(39.7548, 327.082, -67.1026)","(-0.0307308, -0.147475, -0.988588)"
4,Right,"(40.266, 326.894, -67.3452)","(-0.0298826, -0.146197, -0.988804)"
4,Right,"(40.8372, 326.768, -67.6543)","(-0.0270223, -0.146519, -0.988839)"
4,Right,"(41.362, 326.397, -67.8855)","(-0.0246555, -0.14714, -0.988808)"
4,Right,"(41.8723, 326.06, -68.1476)","(-0.0225438, -0.146308, -0.988982)"
4,Right,"(42.3256, 325.456, -68.4291)","(-0.0255942, -0.151144, -0.98818)"
4,Right,"(42.8244, 325.158, -68.7762)","(-0.0266681, -0.15464, -0.987611)"
4,Right,"(43.2504, 324.875, -69.1706)","(-0.0272619, -0.157445, -0.987151)"
4,Right,"(43.6382, 324.714, -69.5472)","(-0.0265795, -0.157736, -0.987124)"
4,Right,"(44.0053, 324.357, -69.9112)","(-0.0236266, -0.158525, -0.987072)"
4,Right,"(44.3013, 324.079, -70.2665)","(-0.0223123, -0.157398, -0.987283)"
4,Right,"(44.59, 323.859, -70.6983)","(-0.0225581, -0.156491, -0.987422)"
4,Right,"(44.861, 323.96, -71.3314)","(-0.0223392, -0.143928, -0.989336)"
4,Right,"(45.0775, 323.59, -71.6673)","(-0.0213565, -0.14826, -0.988718)"
4,Right,"(45.2997, 323.631, -72.1998)","(-0.022409, -0.141842, -0.989636)"
4,Right,"(45.494, 323.676, -72.6726)","(-0.0229857, -0.13818, -0.99014)"
4,Right,"(45.652, 323.617, -73.1714)","(-0.0228672, -0.132354, -0.990939)"
4,Right,"(45.7516, 323.48, -73.5243)","(-0.0209419, -0.125524, -0.99187)"
4,Right,"(45.8032, 323.348, -73.8245)","(-0.0208203, -0.122714, -0.992224)"
4,Right,"(45.8339, 323.245, -73.9859)","(-0.0197704, -0.121358, -0.992412)"
4,Right,"(45.9062, 323.105, -74.1979)","(-0.0147204, -0.115144, -0.99324)"
4,Right,"(45.9298, 322.945, -74.3351)","(-0.0116845, -0.110468, -0.993811)"
4,Right,"(45.8911, 322.757, -74.3548)","(-0.010204, -0.107175, -0.994188)"
4,Right,"(45.8118, 322.559, -74.3806)","(-0.00894026, -0.102719, -0.99467)"
4,Right,"(45.7176, 322.328, -74.3285)","(-0.0073446, -0.098124, -0.995147)"
4,Right,"(45.6273, 322.094, -74.2488)","(-0.00530625, -0.0932, -0.995633)"
3,Right,"(45.5455, 321.798, -74.1875)","(-0.00260594, -0.0888812, -0.996039)"
3,Right,"(45.4568, 321.486, -74.0598)","(0.00124016, -0.0848634, -0.996392)"
3,Right,"(45.3874, 321.255, -73.8903)","(0.00662876, -0.0835698, -0.99648)"
3,Right,"(45.276, 320.952, -73.6599)","(0.0131383, -0.0822406, -0.996526)"
3,Right,"(45.1148, 320.589, -73.3531)","(0.0199184, -0.079912, -0.996603)"
3,Right,"(44.8711, 320.239, -73.0153)","(0.0273702, -0.0815249, -0.996295)"
3,Right,"(44.4915, 319.77, -72.6289)","(0.0337446, -0.0820453, -0.996057)"
3,Right,"(43.9816, 319.393, -72.2675)","(0.0388936, -0.0844074, -0.995672)"
3,Right,"(43.4623, 319.258, -71.9126)","(0.0423658, -0.0882574, -0.995196)"
3,Right,"(42.7889, 319.264, -71.5153)","(0.0416332, -0.0890261, -0.995159)"
3,Right,"(42.0499, 319.297, -70.9974)","(0.0433155, -0.0891048, -0.99508)"
3,Right,"(41.2764, 319.542, -70.6473)","(0.0454355, -0.0852777, -0.995321)"
3,Right,"(40.4143, 320.005, -70.2668)","(0.0466089, -0.0825728, -0.995495)"
3,Right,"(39.4573, 320.427, -69.7008)","(0.0490341, -0.0843712, -0.995227)"
3,Right,"(38.5154, 321.102, -69.3825)","(0.0521001, -0.0831153, -0.995177)"
3,Right,"(37.4055, 321.663, -69.0295)","(0.0544304, -0.0799848, -0.995309)"
3,Right,"(36.2282, 322.071, -68.6489)","(0.0581374, -0.0757692, -0.995429)"
3,Right,"(34.9802, 322.461, -68.0598)","(0.0621225, -0.0756362, -0.995198)"
3,Right,"(33.5808, 322.86, -67.6956)","(0.0624662, -0.0780679, -0.994989)"
3,Right,"(32.1373, 323.239, -67.3861)","(0.0638556, -0.0764236, -0.995029)"
3,Right,"(30.6747, 323.761, -67.0446)","(0.0665499, -0.0745842, -0.994992)"
3,Right,"(29.1363, 324.066, -66.9217)","(0.0653315, -0.0736425, -0.995143)"
3,Right,"(27.6304, 324.48, -66.7139)","(0.0681871, -0.0700165, -0.995213)"
3,Right,"(26.0151, 324.411, -66.1412)","(0.0658763, -0.0927668, -0.993506)"
3,Right,"(24.3856, 324.552, -65.7311)","(0.064326, -0.0938469, -0.993506)"
3,Right,"(22.7156, 324.746, -65.2709)","(0.0668609, -0.102746, -0.992458)"
3,Right,"(20.9825, 324.778, -64.8756)","(0.0679783, -0.108008, -0.991823)"
3,Right,"(19.2495, 324.907, -64.7155)","(0.0691192, -0.11032, -0.99149)"
3,Right,"(17.4653, 324.925, -64.5978)","(0.0704572, -0.107446, -0.991711)"
3,Right,"(15.6491, 324.785, -64.523)","(0.0684409, -0.115199, -0.990982)"
3,Right,"(13.8747, 324.71, -64.278)","(0.0679429, -0.121352, -0.990281)"
3,Right,"(12.051, 324.448, -64.1361)","(0.0670894, -0.121086, -0.990372)"
3,Right,"(10.2633, 324.129, -64.2188)","(0.067944, -0.117032, -0.990801)"
3,Right,"(8.46994, 324.016, -64.1558)","(0.0662848, -0.124955, -0.989946)"
3,Right,"(6.70305, 324.051, -64.075)","(0.0668446, -0.12545, -0.989845)"
3,Right,"(4.92483, 323.862, -63.976)","(0.0661345, -0.128238, -0.989536)"
3,Right,"(3.05906, 323.679, -63.8656)","(0.0639197, -0.132845, -0.989074)"
3,Right,"(1.20649, 323.582, -63.8029)","(0.0612753, -0.139629, -0.988306)"
3,Right,"(-0.562925, 323.479, -63.8518)","(0.0603879, -0.137433, -0.988669)"
3,Right,"(-2.26751, 323.205, -63.7731)","(0.0620544, -0.135889, -0.988779)"
3,Right,"(-4.055, 322.984, -63.7329)","(0.0616674, -0.139023, -0.988367)"
3,Right,"(-5.76944, 322.689, -63.6313)","(0.0605881, -0.142372, -0.987957)"
3,Right,"(-7.32489, 322.588, -63.6335)","(0.0628094, -0.154659, -0.985969)"
3,Right,"(-8.88611, 322.291, -63.622)","(0.0628387, -0.157583, -0.985504)"
3,Right,"(-10.3143, 321.693, -63.6607)","(0.0641948, -0.165014, -0.9842)"
3,Right,"(-14.6558, 320.313, -64.4825)","(0.0534024, -0.139767, -0.988743)"
3,Right,"(-15.5851, 319.551, -64.6066)","(0.0516873, -0.14708, -0.987773)"
3,Right,"(-16.7538, 318.96, -64.8807)","(0.0529841, -0.156516, -0.986253)"
3,Right,"(-17.837, 318.696, -65.4257)","(0.0534967, -0.162505, -0.985256)"
3,Right,"(-18.8981, 318.341, -65.9036)","(0.0488823, -0.161274, -0.985698)"
3,Right,"(-19.9618, 318.043, -66.4445)","(0.0464911, -0.162769, -0.985568)"
3,Right,"(-20.8839, 317.824, -67.0513)","(0.0455903, -0.161521, -0.985816)"
3,Right,"(-21.7729, 317.573, -67.6326)","(0.0436669, -0.158537, -0.986387)"
3,Right,"(-22.5965, 317.391, -68.1538)","(0.0428478, -0.156395, -0.986765)"
3,Right,"(-23.3719, 317.186, -68.7598)","(0.0418316, -0.158717, -0.986438)"
3,Right,"(-24.1308, 316.978, -69.3551)","(0.0389843, -0.157613, -0.986731)"
3,Right,"(-24.8258, 317.043, -70.393)","(0.0364783, -0.139858, -0.989499)"
3,Right,"(-25.5287, 316.568, -70.8716)","(0.0356615, -0.144618, -0.988845)"
3,Right,"(-26.1912, 316.327, -71.6751)","(0.0319403, -0.132788, -0.99063)"
3,Right,"(-26.8326, 315.778, -72.1689)","(0.0319258, -0.142731, -0.989246)"
3,Right,"(-27.4771, 315.306, -73.0468)","(0.0300275, -0.135545, -0.990316)"
3,Right,"(-27.946, 314.464, -73.6271)","(0.0306598, -0.130828, -0.990931)"
3,Right,"(-28.6784, 313.688, -74.4563)","(0.0254256, -0.121061, -0.992319)"
3,Right,"(-29.2101, 313.115, -75.1843)","(0.0263973, -0.126571, -0.991606)"
3,Right,"(-29.8121, 312.751, -75.9152)","(0.0244582, -0.12738, -0.991552)"
3,Right,"(-30.4769, 312.476, -76.6964)","(0.0250333, -0.128974, -0.991332)"
3,Right,"(-31.1593, 312.036, -77.3436)","(0.0256106, -0.135098, -0.990501)"
3,Right,"(-31.921, 311.643, -78.0459)","(0.0256091, -0.133306, -0.990744)"
3,Right,"(-32.8034, 311.2, -78.4905)","(0.0274266, -0.139653, -0.989821)"
3,Right,"(-33.8136, 310.83, -78.9157)","(0.0262878, -0.140526, -0.989728)"
3,Right,"(-34.8528, 310.447, -79.2224)","(0.0279432, -0.146452, -0.988823)"
3,Right,"(-36.1386, 310.119, -79.5952)","(0.0257694, -0.148621, -0.988558)"
3,Right,"(-37.4114, 309.704, -79.8765)","(0.0240457, -0.150365, -0.988338)"
3,Right,"(-38.8333, 309.36, -80.0969)","(0.0213388, -0.152166, -0.988125)"
3,Right,"(-40.1875, 308.862, -80.2264)","(0.0182539, -0.157462, -0.987356)"
3,Right,"(-41.6041, 308.455, -80.3324)","(0.0148288, -0.160534, -0.986919)"
3,Right,"(-43.0296, 308.184, -80.4691)","(0.00977443, -0.162403, -0.986676)"
3,Right,"(-44.4457, 308, -80.6391)","(0.00590908, -0.163918, -0.986456)"
3,Right,"(-45.8446, 307.849, -80.7504)","(0.00280196, -0.1677, -0.985834)"
3,Right,"(-47.1894, 307.766, -80.9435)","(-0.00121882, -0.167825, -0.985816)"
3,Right,"(-48.4759, 307.841, -81.127)","(-0.00436931, -0.169483, -0.985523)"
3,Right,"(-49.7655, 307.697, -81.2445)","(-0.0101928, -0.167014, -0.985902)"
3,Right,"(-50.9833, 307.826, -81.4998)","(-0.0127685, -0.162835, -0.986571)"
3,Right,"(-52.1482, 307.853, -81.6991)","(-0.0160319, -0.16255, -0.98657)"
3,Right,"(-53.2512, 307.894, -81.9103)","(-0.0186128, -0.163901, -0.986301)"
3,Right,"(-54.3452, 307.942, -82.1966)","(-0.0216302, -0.164978, -0.98606)"
3,Right,"(-55.4125, 308.017, -82.487)","(-0.0223963, -0.163985, -0.986209)"
3,Right,"(-56.4881, 308.124, -82.8364)","(-0.0250032, -0.160508, -0.986718)"
3,Right,"(-57.6106, 308.33, -83.2789)","(-0.0256572, -0.166206, -0.985757)"
3,Right,"(-58.6995, 308.451, -83.6623)","(-0.0274879, -0.1637, -0.986127)"
3,Right,"(-59.8219, 308.585, -84.1334)","(-0.0283042, -0.167786, -0.985417)"
3,Right,"(-60.9707, 308.813, -84.5643)","(-0.030539, -0.16471, -0.985869)"
3,Right,"(-62.1557, 308.803, -84.9704)","(-0.0308661, -0.162706, -0.986192)"
3,Right,"(-63.3978, 308.774, -85.3324)","(-0.0320788, -0.162772, -0.986142)"
3,Right,"(-64.7051, 308.841, -85.6626)","(-0.0347667, -0.165081, -0.985667)"
3,Right,"(-66.066, 308.993, -86.0849)","(-0.0378001, -0.166576, -0.985304)"
3,Right,"(-67.4897, 308.971, -86.4211)","(-0.0406262, -0.166275, -0.985242)"
3,Right,"(-68.8877, 308.906, -86.7454)","(-0.0420489, -0.166198, -0.985196)"
3,Right,"(-70.3843, 308.913, -87.0531)","(-0.0452548, -0.168236, -0.984707)"
3,Right,"(-71.8723, 308.813, -87.2675)","(-0.0484323, -0.167617, -0.984662)"
3,Right,"(-73.3377, 308.731, -87.5165)","(-0.0497514, -0.165762, -0.98491)"
3,Right,"(-74.8549, 308.67, -87.7109)","(-0.0514074, -0.168593, -0.984344)"
3,Right,"(-76.4299, 308.566, -87.8931)","(-0.0540768, -0.16907, -0.984119)"
3,Right,"(-78.0156, 308.422, -88.1758)","(-0.0558642, -0.171592, -0.983583)"
3,Right,"(-79.6759, 308.444, -88.3874)","(-0.0590275, -0.173757, -0.983018)"
3,Right,"(-81.3564, 308.318, -88.4458)","(-0.06392, -0.175828, -0.982343)"
3,Right,"(-83.0476, 308.278, -88.5688)","(-0.0686135, -0.179707, -0.981324)"
3,Right,"(-84.7414, 308.412, -88.6924)","(-0.0715524, -0.181397, -0.980803)"
3,Right,"(-86.4593, 308.448, -88.8943)","(-0.0747955, -0.184034, -0.98007)"
3,Right,"(-88.1354, 308.362, -89.0575)","(-0.0785866, -0.18524, -0.979546)"
3,Right,"(-89.843, 308.458, -89.1566)","(-0.0822996, -0.188804, -0.97856)"
3,Right,"(-91.5516, 308.507, -89.3762)","(-0.0842053, -0.187825, -0.978586)"
3,Right,"(-93.2471, 308.587, -89.5375)","(-0.0864643, -0.188804, -0.978201)"
3,Right,"(-94.8718, 308.467, -89.8458)","(-0.089491, -0.188742, -0.97794)"
3,Right,"(-96.5231, 308.348, -90.1257)","(-0.0941445, -0.191456, -0.976976)"
3,Right,"(-98.0992, 308.151, -90.4615)","(-0.0968303, -0.194424, -0.976127)"
3,Right,"(-99.7028, 307.846, -90.7863)","(-0.104154, -0.20352, -0.973515)"
3,Right,"(-101.265, 307.739, -91.1032)","(-0.10969, -0.204166, -0.972771)"
3,Right,"(-102.846, 307.702, -91.4536)","(-0.114639, -0.205944, -0.971826)"
3,Right,"(-104.392, 307.8, -91.7975)","(-0.117782, -0.202142, -0.972248)"
3,Right,"(-105.947, 308.008, -92.2302)","(-0.117197, -0.201209, -0.972512)"
3,Right,"(-107.456, 308.232, -92.5972)","(-0.118426, -0.205505, -0.971464)"
3,Right,"(-109.105, 308.555, -93.0332)","(-0.121604, -0.201329, -0.971946)"
3,Right,"(-110.852, 308.959, -93.5775)","(-0.123846, -0.199912, -0.971956)"
3,Right,"(-112.554, 309.492, -93.911)","(-0.126991, -0.199843, -0.971564)"
3,Right,"(-114.31, 309.814, -94.2232)","(-0.128316, -0.205029, -0.970308)"
3,Right,"(-116.105, 310.107, -94.5778)","(-0.131141, -0.209758, -0.968919)"
3,Right,"(-117.87, 310.312, -95.0437)","(-0.136754, -0.209042, -0.968297)"
3,Right,"(-119.634, 310.668, -95.4618)","(-0.141017, -0.210168, -0.967442)"
3,Right,"(-121.293, 310.989, -95.7323)","(-0.141368, -0.214492, -0.966441)"
3,Right,"(-122.961, 311.447, -96.1094)","(-0.141018, -0.214413, -0.96651)"
3,Right,"(-124.727, 312.056, -96.456)","(-0.142785, -0.218498, -0.965335)"
3,Right,"(-126.339, 312.553, -96.7701)","(-0.145193, -0.215745, -0.965595)"
3,Right,"(-128.098, 313.103, -97.121)","(-0.148348, -0.218094, -0.964587)"
3,Right,"(-129.73, 313.689, -97.533)","(-0.150149, -0.21851, -0.964214)"
3,Right,"(-131.367, 314.317, -97.9155)","(-0.153437, -0.214394, -0.96462)"
3,Right,"(-133.01, 314.988, -98.2878)","(-0.155796, -0.21698, -0.963663)"
3,Right,"(-134.619, 315.599, -98.7399)","(-0.157024, -0.215682, -0.963756)"
3,Right,"(-136.175, 316.123, -99.1361)","(-0.155921, -0.222726, -0.962331)"
3,Right,"(-137.723, 316.759, -99.5684)","(-0.159547, -0.226947, -0.96075)"
3,Right,"(-139.178, 317.266, -100.057)","(-0.162373, -0.224095, -0.960946)"
3,Right,"(-140.662, 317.748, -100.441)","(-0.163857, -0.226431, -0.960146)"
3,Right,"(-142.057, 318.166, -100.9)","(-0.168911, -0.224731, -0.959669)"
3,Right,"(-143.415, 318.54, -101.394)","(-0.170078, -0.225276, -0.959335)"
3,Right,"(-144.682, 318.787, -101.725)","(-0.171938, -0.231722, -0.957467)"
3,Right,"(-145.977, 318.983, -102.168)","(-0.173253, -0.231715, -0.957231)"
3,Right,"(-147.104, 319.016, -102.528)","(-0.176326, -0.233497, -0.956237)"
3,Right,"(-148.23, 319.079, -102.896)","(-0.176057, -0.231203, -0.956843)"
3,Right,"(-149.309, 319.215, -103.236)","(-0.179164, -0.238151, -0.95456)"
3,Right,"(-150.408, 319.417, -103.625)","(-0.184381, -0.238742, -0.953418)"
3,Right,"(-151.421, 319.551, -103.996)","(-0.187117, -0.242355, -0.951972)"
3,Right,"(-152.369, 319.938, -104.294)","(-0.190494, -0.241951, -0.951405)"
3,Right,"(-153.268, 320.175, -104.623)","(-0.195251, -0.245225, -0.949601)"
3,Right,"(-154.004, 320.544, -104.891)","(-0.196995, -0.246075, -0.949021)"
3,Right,"(-154.557, 320.795, -105.037)","(-0.199129, -0.245361, -0.94876)"
3,Right,"(-154.966, 321.084, -105.166)","(-0.200283, -0.245092, -0.948587)"
3,Right,"(-155.218, 321.501, -105.362)","(-0.201776, -0.243866, -0.948586)"
3,Right,"(-155.373, 321.782, -105.41)","(-0.203388, -0.24596, -0.947701)"
3,Right,"(-155.422, 322.002, -105.614)","(-0.205755, -0.244311, -0.947616)"
3,Right,"(-155.325, 322.29, -105.902)","(-0.209537, -0.24281, -0.947173)"
3,Right,"(-154.884, 322.571, -106.223)","(-0.212378, -0.237278, -0.947942)"
3,Right,"(-154.308, 322.886, -106.602)","(-0.215742, -0.237638, -0.947092)"
3,Right,"(-153.438, 323.166, -106.861)","(-0.21727, -0.231836, -0.94818)"
3,Right,"(-152.402, 323.434, -107.209)","(-0.217759, -0.227942, -0.949012)"
3,Right,"(-151.096, 323.68, -107.434)","(-0.214865, -0.225062, -0.950358)"
3,Right,"(-149.723, 323.771, -107.843)","(-0.215218, -0.219673, -0.951538)"
3,Right,"(-148.218, 323.933, -108.333)","(-0.21492, -0.218345, -0.951911)"
3,Right,"(-146.476, 323.995, -108.709)","(-0.212252, -0.214659, -0.953347)"
3,Right,"(-144.614, 323.991, -109.152)","(-0.205523, -0.215178, -0.954704)"
3,Right,"(-142.674, 323.958, -109.584)","(-0.201255, -0.216693, -0.95527)"
3,Right,"(-136.308, 324.007, -110.43)","(-0.19225, -0.225666, -0.955047)"
3,Right,"(-133.901, 323.708, -110.542)","(-0.182674, -0.218726, -0.958535)"
3,Right,"(-131.428, 323.277, -110.505)","(-0.178046, -0.221152, -0.958849)"
3,Right,"(-128.996, 322.94, -110.646)","(-0.17189, -0.222066, -0.959761)"
3,Right,"(-126.536, 322.635, -110.853)","(-0.16655, -0.216852, -0.961892)"
3,Right,"(-124.067, 322.246, -111.008)","(-0.162815, -0.216456, -0.96262)"
3,Right,"(-121.636, 321.803, -111.111)","(-0.156168, -0.217551, -0.963475)"
3,Right,"(-109.34, 319.317, -111.177)","(-0.136704, -0.204375, -0.9693)"
3,Right,"(-106.944, 318.715, -111.14)","(-0.134236, -0.209654, -0.968517)"
3,Right,"(-104.689, 318.523, -111.175)","(-0.130922, -0.205592, -0.969841)"
3,Right,"(-100.196, 318.279, -110.886)","(-0.124106, -0.206689, -0.970504)"
3,Right,"(-98.0121, 318.26, -110.764)","(-0.120621, -0.205932, -0.971104)"
3,Right,"(-95.7586, 318.143, -110.553)","(-0.11886, -0.204007, -0.971727)"
3,Right,"(-93.5105, 317.982, -110.411)","(-0.116845, -0.200138, -0.972776)"
3,Right,"(-91.2611, 317.862, -110.242)","(-0.115523, -0.193511, -0.974273)"
3,Right,"(-89.0074, 317.691, -110.017)","(-0.115031, -0.191558, -0.974717)"
3,Right,"(-86.6747, 317.26, -109.748)","(-0.11444, -0.189067, -0.975273)"
3,Right,"(-84.3241, 316.957, -109.574)","(-0.110427, -0.183761, -0.976749)"
3,Right,"(-81.8722, 316.801, -109.317)","(-0.106092, -0.182513, -0.977463)"
3,Right,"(-79.4249, 316.63, -109.042)","(-0.103127, -0.180879, -0.978083)"
3,Right,"(-77.0281, 316.722, -108.848)","(-0.100393, -0.177605, -0.978968)"
